城市定位,区县定位,街道定位,小区定位,热度,参考均价,建筑年代,建筑类型,物业费,物业,开发商,楼栋总数,房屋总数,经度,纬度,房龄
南京,浦口 ,泰山街道 ,东苑小区               ,2,,1980,塔板结合         ,1.9,弘阳物业                      ,南昌苏宁置业有限公司                 ,6,198,118.726871 ,32.170929,39.0
南京,建邺 ,奥体   ,药械厂宿舍              ,1,,,板楼           ,,暂无信息                      ,暂无信息                       ,1,1,118.748665 ,31.992254,
南京,玄武 ,丹凤街  ,丹凤新寓               ,278,36425,1998,板楼/塔板结合      ,0.5,街道办事处（委员会）代管物业            ,玄武区城镇建设综合开发公司第六分公司         ,14,2118,118.7944047,32.05950962,21.0
南京,溧水 ,溧水城北 ,金东城世家一期            ,10,11005,1998,塔楼/板楼        ,0.46,南京海成物业管理有限公司              ,溧水锦昌置业有限公司                 ,43,1729,119.048665 ,31.681034999999998,21.0
南京,秦淮 ,洪家园  ,海鲸公寓               ,11,36123,2000,板楼           ,,暂无信息                      ,南京海鲸房产开发有限公司               ,2,57,118.8051821,32.00409512,19.0
南京,溧水 ,溧水城中 ,龙山名府               ,1,11914,2000,板楼           ,,暂无信息                      ,南京市溧水宏泰房地产开发有限责任公司         ,10,210,119.050459 ,31.660107,19.0
南京,玄武 ,红山   ,红山机电花园             ,45,30335,2004,板楼           ,0.5,私人承办物业                    ,南京金基房地产开发有限公司              ,19,614,118.817702 ,32.10005,15.0
南京,江宁 ,东山镇  ,北沿路87号             ,0,,,塔板结合         ,,暂无信息                      ,暂无信息                       ,1,1,118.839242 ,31.960739,
南京,建邺 ,南湖   ,长虹路                ,45,27986,1983,板楼/塔板结合      ,,街道办事处（委员会）代管物业            ,南京市建邺房地产开发公司               ,25,809,118.773227 ,32.035639,36.0
南京,雨花台,能仁里  ,德盈国际               ,356,37899,2011,塔楼/板楼        ,,南京紫竹物业管理有限公司              ,南京德盈置业有限公司                 ,6,2538,118.771853 ,32.014225,8.0
南京,浦口 ,江浦街道 ,公教村                ,6,21999,2000,板楼           ,0.3,街道办事处（委员会）代管物业            ,南京市玄武区城镇建设综合开发公司           ,7,152,118.632559 ,32.068705,19.0
南京,秦淮 ,新街口  ,宁中里                ,20,53908,2000,板楼           ,,无物业管理服务                   ,无开发商                       ,4,41,118.7917752,32.03689163,19.0
南京,鼓楼 ,许府巷  ,紫竹林1号              ,86,30764,1996,板楼           ,0.5,街道办事处（委员会）代管物业            ,南京城市建设开发（集团）总公司            ,6,420,118.781002 ,32.091626,23.0
南京,玄武 ,锁金村  ,锁金三村               ,54,30597,1984,板楼/塔板结合      ,0.3,业主自筹物业                    ,玄武区城镇建设综合开发有限公司            ,22,832,118.8225823,32.08160687,35.0
南京,秦淮 ,常府街  ,长白街                ,132,33776,1974,板楼           ,1,街道办事处（委员会）代管物业            ,南京市白下区房产局                  ,62,2515,118.801464 ,32.036910999999996,45.0
南京,秦淮 ,洪家园  ,汇景家园汇美苑            ,90,24977,2005,板楼/塔板结合      ,0.5,街道办事处（委员会）代管物业            ,南京景汇建设有限责任公司               ,13,507,118.815157 ,31.987847,14.0
南京,鼓楼 ,定淮门大街,定淮门大街18号           ,53,53122,2000,板楼/塔板结合      ,0.5,业主自筹物业                    ,南京城市建设开发（集团）总公司            ,5,278,118.743924 ,32.070926,19.0
南京,雨花台,铁心桥  ,莱蒙水榭阳光             ,365,29368,2015,塔板结合         ,,业主自筹物业                    ,南京莱蒙水榭花都房地产开发有限公司          ,10,1538,118.759665 ,31.9531,4.0
南京,鼓楼 ,汉中门大街,汉中门外大街             ,116,68939,1990,板楼/塔板结合      ,0.5,街道办事处（委员会）代管物业            ,南京鼓楼城镇建设综合开发(集团)公司         ,12,276,118.7701332,32.04961318,29.0
南京,栖霞 ,燕子矶  ,胜利园                ,3,24592,1980,板楼           ,,无物业管理服务                   ,南京市玄武区城镇建设综合开发公司           ,21,560,118.82541  ,32.13859,39.0
南京,鼓楼 ,建宁路  ,幕府西路83号            ,19,24430,1986,塔板结合         ,0.5,街道办事处（委员会）代管物业            ,无开发商                       ,3,144,118.772416 ,32.105709999999995,33.0
南京,高淳 ,高淳   ,湖滨佳园               ,0,7585,,未知类型         ,,暂无信息                      ,暂无信息                       ,34,1092,118.94264  ,31.368012,
南京,秦淮 ,五老村  ,良友里小区              ,80,38034,1995,板楼           ,0.5,街道办事处（委员会）代管物业            ,无开发商                       ,9,502,118.80562  ,32.043326,24.0
南京,鼓楼 ,水佐岗  ,水佐岗                ,39,43544,1978,板楼           ,,无物业管理服务                   ,鼓楼区房产开发公司                  ,16,540,118.770738 ,32.074117,41.0
南京,雨花台,宁南   ,泰龙家园               ,32,30925,2004,板楼           ,0.5,街道办事处（委员会）代管物业            ,南京市龙昌房地产开发集团有限公司           ,2,66,118.79842  ,31.992642,15.0
南京,六合 ,南门新城 ,御珑湾                ,14,17894,2014,板楼           ,1.5,江苏华尔物业管理有限公司              ,南京盛丰房地产开发有限公司              ,11,1575,118.8514601,32.34127442,5.0
南京,建邺 ,兴隆大街 ,欧洲城凯旋丽都花园          ,339,43846,2005,板楼           ,,银城物业管理有限公司                ,江苏信达置业有限公司                 ,10,669,118.742413 ,32.018219,14.0
南京,秦淮 ,月牙湖  ,苜蓿园东街28号           ,5,26086,1990,板楼/塔板结合      ,,暂无信息                      ,暂无信息                       ,2,25,118.83854  ,32.044384,29.0
南京,玄武 ,月苑   ,阳光聚宝山庄             ,357,28809,2001,板楼/塔板结合      ,1.2,业主自筹物业                    ,南京建辉房地产开发有限公司              ,46,2400,118.868605 ,32.100120000000004,18.0
南京,鼓楼 ,许府巷  ,长江新村               ,79,31396,1982,板楼           ,,街道办事处（委员会）代管物业            ,南京鼓楼城镇建设综合开发(集团)公司         ,21,1164,118.7833503,32.08801983,37.0
南京,浦口 ,桥北   ,威尼斯水城第六街区          ,104,21861,2005,板楼           ,,南京苏宁物业管理有限公司              ,南京苏宁房地产开发有限公司              ,15,1128,118.7590201,32.14997167,14.0
南京,玄武 ,玄武门  ,富升大厦               ,45,30016,1999,板楼           ,1,街道办事处（委员会）代管物业            ,无开发商                       ,1,174,118.7919011,32.07067422,20.0
南京,鼓楼 ,五塘广场 ,中央北路97号            ,1,,1988,板楼           ,1.2,21世纪假日花园物业管理              ,海南21度假连锁有限公司               ,2,86,118.7874181,32.11041481,31.0
南京,鼓楼 ,三牌楼  ,鲁迅园小区              ,94,35137,1970,板楼/塔板结合      ,0.4,街道办事处（委员会）代管物业            ,鼓楼区房产开发公司                  ,25,809,118.766258 ,32.084233000000005,49.0
南京,栖霞 ,马群   ,紫金东苑               ,8,29307,1996,塔板结合         ,0.5,街道办事处（委员会）代管物业            ,无开发商                       ,6,147,118.8904484,32.05253985,23.0
南京,江宁 ,岔路口  ,宏运国际村              ,80,32686,1999,塔楼/板楼        ,6,无物业管理服务                   ,南京宏运房地产开发有限公司              ,21,202,118.815791 ,31.965783000000002,20.0
南京,浦口 ,江浦街道 ,雍雅园                ,9,16264,2004,板楼           ,0.5,暂无信息                      ,无开发商                       ,3,54,118.643161 ,32.069984000000005,15.0
南京,浦口 ,江浦街道 ,上河街                ,3,21419,1995,板楼/塔板结合      ,,无物业管理服务                   ,无开发商                       ,9,231,118.637199 ,32.059360999999996,24.0
南京,栖霞 ,尧化门  ,尧安新村               ,15,21404,1989,塔板结合         ,0.3,业主自筹物业                    ,南京栖霞房地产开发集团有限公司            ,9,218,118.8840694,32.12931166,30.0
南京,江宁 ,东山镇  ,金箔路287号            ,0,,,塔板结合         ,,无物业管理服务                   ,暂无信息                       ,1,5,118.849981 ,31.955240999999997,
南京,鼓楼 ,许府巷  ,黑龙江路               ,33,28787,1985,板楼/塔板结合      ,,街道办事处（委员会）代管物业            ,南京栖霞建设股份有限公司               ,14,521,118.7814704,32.09316523,34.0
南京,江宁 ,岔路口  ,秦淮园                ,21,21253,2005,板楼           ,,暂无信息                      ,陕西亿润经贸有限公司                 ,1,50,118.827346 ,31.970916,14.0
南京,鼓楼 ,定淮门大街,清江花苑圆梦园            ,272,49270,1998,塔板结合/平房      ,,街道办事处（委员会）代管物业            ,南京金世界房地产开发有限公司             ,3,405,118.749595 ,32.073999,21.0
南京,雨花台,安德门  ,江苏警官学院家属区          ,64,28411,1983,板楼           ,0.5,私人承办物业                    ,无开发商                       ,7,215,118.765818 ,31.997544,36.0
南京,江宁 ,东山镇  ,竹山路164号            ,1,,1995,塔板结合         ,0.8,暂无信息                      ,暂无信息                       ,2,25,118.852026 ,31.950336,24.0
南京,江宁 ,百家湖  ,碧水湾西园              ,303,24735,2000,板楼           ,,海威物业                      ,江苏华宇房地产开发有限公司              ,31,505,118.81096  ,31.95413158,19.0
南京,六合 ,六合主城 ,方州西苑               ,0,,,未知类型         ,,暂无信息                      ,暂无信息                       ,1,72,118.857891 ,32.363409000000004,
南京,玄武 ,卫岗   ,南农大小区              ,221,33322,1964,板楼/塔板结合      ,,街道办事处（委员会）代管物业            ,无开发商                       ,45,1695,118.8463853,32.04055729,55.0
南京,秦淮 ,升州路  ,胡家巷                ,0,,,未知类型         ,,暂无信息                      ,暂无信息                       ,5,82,118.7944   ,32.030269,
南京,江宁 ,东山镇  ,秦淮绿洲南区             ,52,41282,2004,塔楼           ,2.2,业主自筹物业                    ,无开发商                       ,33,144,118.8389477,31.96810413,15.0
南京,玄武 ,仙鹤门  ,中南魔力月光             ,5,,2019,板楼           ,2.7,南通中南世纪城物业管理有限公司           ,南京中南仙邻时代商业管理有限公司           ,2,162,118.911923 ,32.091817,0.0
南京,江宁 ,百家湖  ,胜泰新寓               ,136,25960,1999,板楼           ,0.5,业主自筹物业                    ,南京生泰房地产开发有限公司              ,15,355,118.8217621,31.95152911,20.0
南京,秦淮 ,月牙湖  ,银龙景苑               ,24,26723,2005,塔楼/板楼/塔板结合   ,0.5,业主自筹物业                    ,无开发商                       ,9,483,118.851928 ,32.022698,14.0
南京,玄武 ,玄武门  ,中央路262号            ,70,56558,1994,板楼           ,0.5,街道办事处（委员会）代管物业            ,南京鼓楼城镇建设综合开发(集团)公司         ,5,280,118.791864 ,32.086481,25.0
